room_type,segment,area_m2,ceiling_h,budget,required_lux,total_lumens,fixtures_count,fixture_type,fixture_lm,purpose,country,model_name,price_rub,norm_ref
Музейный зал,administrative,122,3.3,47937,408,50522,16,Подвесной,3070,Музейный зал,Италия,ProLED ZV19174,2195,СП 52.13330.2016
Производственные (общее),industrial,623,11.9,323796,230,207054,8,Промышленный (High-bay),23521,Производственные (общее),Франция,LuxPro TX11719,38221,СП 52.13330.2016
Библиотека,administrative,193,10.9,51709,299,80501,24,Потолочный,3274,Библиотека,Корея,ПроСвет DL3919,1637,СП 52.13330.2016
Производственные (грубые работы),industrial,1130,9.4,952683,196,292353,23,Взрывозащищённый,12673,Производственные (грубые работы),Корея,Philips ZS19641,28514,СП 52.13330.2016
Жилое помещение,domestic,16,2.5,974,182,2912,4,Настенный (бра),600,Жилое помещение,Турция,Зенит RY19996,180,СанПиН 2.2.1
Кухня,domestic,15,3.0,2140,216,3240,1,Потолочный,2957,Кухня,Корея,Зенит FS564,1478,СП 52.13330.2016
Склад,industrial,287,6.6,155434,210,71118,4,Промышленный (High-bay),16230,Склад,США,LuxPro BF13912,26373,СП 52.13330.2016
Спальня,domestic,15,2.6,900,144,2160,2,Настенный (бра),940,Спальня,Китай,BrightLine AM15613,310,СП 52.13330.2016
Производственные (грубые работы),industrial,1127,10.6,443219,191,297054,15,Прожектор,18870,Производственные (грубые работы),Корея,СветТех NE17723,22644,СП 52.13330.2016
Сад/парк,outdoor,2897,0.0,126101,32,92704,8,Консольный,11338,Сад/парк,Турция,StreetLine JQ16564,13718,СП 52.13330.2016
Склад,industrial,655,4.9,214934,188,134838,6,Промышленный (High-bay),20827,Склад,Италия,Феникс EO1455,31240,СП 52.13330.2016
Холодильный склад,industrial,292,9.4,70717,139,53576,4,Прожектор,11178,Холодильный склад,Корея,СветТех EY15606,13413,СП 52.13330.2016
Зал театра,administrative,401,13.0,71314,192,115488,44,Потолочный,2615,Зал театра,Китай,MaxLight UF19215,1569,СНиП 23-05-95
Электромонтажный цех,industrial,136,8.5,136356,434,75255,26,Пылевлагозащищённый (IP65),2809,Электромонтажный цех,Россия,Osram OI18695,3539,СП 52.13330.2016
Музейный зал,administrative,180,6.5,114819,418,88407,5,Прожектор,17521,Музейный зал,Корея,MaxLight AM7190,21025,СП 52.13330.2016
Холодильный склад,industrial,230,7.3,50281,161,44991,9,Пылевлагозащищённый (IP65),4512,Холодильный склад,Россия,СветТех HF11091,4872,СП 52.13330.2016
Кафе,administrative,84,8.6,16078,282,30320,10,Потолочный,2791,Кафе,Китай,ProLED CH7489,1535,СП 52.13330.2016
Аварийный выход,outdoor,12,0.0,100,53,636,1,Аварийный,324,Аварийный выход,Китай,Плутон FF9747,97,ГОСТ Р 55710-2013
Производственные (точные работы),industrial,383,7.7,277021,445,210487,60,Встраиваемый,3480,Производственные (точные работы),США,Philips VM19898,3132,СП 52.13330.2016
Гостиная,domestic,30,2.7,2760,206,6180,1,Подвесной,3199,Гостиная,США,HomeLight IV11482,2079,СП 52.13330.2016
Балкон/лоджия,domestic,3,2.9,5766,109,327,1,Пылевлагозащищённый (IP65),4810,Балкон/лоджия,Тайвань,Зенит VY11646,4329,СП 52.13330.2016
Зал кинотеатра,administrative,298,10.5,15142,51,20897,12,Настенный линейный,1677,Зал кинотеатра,Германия,MaxLight LT1411,905,СНиП 23-05-95
Производственные (точные работы),industrial,551,8.5,344263,444,311921,95,Встраиваемый,3283,Производственные (точные работы),США,LuxPro LO16925,2560,СП 52.13330.2016
Больница (палата),administrative,13,7.7,1285,215,3451,1,Настенный линейный,1937,Больница (палата),Тайвань,ProLED WB14538,958,СП 52.13330.2016
Коридор (общественный),outdoor,75,0.0,2089,67,5025,27,Аварийный,186,Коридор (общественный),Китай,SafeExit TI6911,55,СП 52.13330.2016
Музейный зал,administrative,166,7.8,100030,405,83365,4,Прожектор,18902,Музейный зал,США,Юпитер WE19343,24572,СП 52.13330.2016
Лестничная клетка,outdoor,46,0.0,678,38,1748,6,Аварийный,280,Лестничная клетка,Германия,Плутон YH4948,84,СП 52.13330.2016
Электромонтажный цех,industrial,114,5.9,60858,391,51037,16,Пылевлагозащищённый (IP65),3085,Электромонтажный цех,Турция,СветТех MT2444,3331,СП 52.13330.2016
Жилое помещение,domestic,26,2.8,2054,198,5148,10,Настенный (бра),513,Жилое помещение,Россия,LumenPro YI3365,169,СанПиН 2.2.1
Обеденный зал (ресторан/столовая),administrative,90,4.0,17480,201,18994,6,Подвесной,3049,Обеденный зал (ресторан/столовая),Германия,ZetaLED RZ7147,2378,СНиП 23-05-95
Улица,outdoor,810,0.0,120495,98,79380,8,Консольный,9167,Улица,Турция,SafeExit BI1862,12100,СП 52.13330.2016
Спальня,domestic,14,2.6,359,142,1988,1,Настенный (бра),1000,Спальня,Тайвань,ЭРА ZS7206,240,СП 52.13330.2016
Коридор (общественный),outdoor,28,0.0,952,81,2268,1,Настенный линейный,1586,Коридор (общественный),Китай,StreetLine PI6397,785,СП 52.13330.2016
Цех деревообработки,industrial,283,7.6,143486,281,97813,5,Прожектор,19357,Цех деревообработки,Корея,Феникс SL5412,23228,СП 52.13330.2016
Спальня,domestic,18,2.5,1031,160,2880,3,Настенный (бра),903,Спальня,Россия,EcoLight IR7115,243,СП 52.13330.2016
Производственные (точные работы),industrial,373,6.6,320059,451,198503,9,Промышленный (High-bay),21846,Производственные (точные работы),Китай,TechnoLight ZT16581,35499,СП 52.13330.2016
Гостиная,domestic,31,2.5,2870,187,5797,1,Подвесной,3230,Гостиная,Италия,BrightLine PK12748,2309,СП 52.13330.2016
Офис,administrative,63,9.6,30931,462,38710,11,Потолочный,3310,Офис,Россия,ZetaLED XE10749,1986,СП 52.13330.2016
Производственные (грубые работы),industrial,357,7.3,162709,185,80244,6,Взрывозащищённый,11740,Производственные (грубые работы),США,TechnoLight YG3069,22893,СП 52.13330.2016
Зал театра,administrative,245,12.8,40465,188,68629,46,Настенный линейный,1463,Зал театра,Россия,ZetaLED QP7818,790,СНиП 23-05-95
Сад/парк,outdoor,3645,0.0,139318,29,105705,10,Консольный,10208,Сад/парк,США,SafeExit YH10934,13474,СП 52.13330.2016
Жилое помещение,domestic,24,2.7,1636,188,4512,1,Потолочный,3035,Жилое помещение,Корея,EcoLight AX17947,1365,СанПиН 2.2.1
Жилое помещение,domestic,15,2.5,725,193,2895,3,Настенный (бра),853,Жилое помещение,Россия,EcoLight QL8580,230,СанПиН 2.2.1
Жилое помещение,domestic,21,2.7,1650,205,4305,1,Потолочный,2864,Жилое помещение,Италия,ЭРА HJ13820,1145,СанПиН 2.2.1
Производственные (точные работы),industrial,195,6.9,124029,454,105793,44,Встраиваемый,2358,Производственные (точные работы),Корея,Philips GS11801,2122,СП 52.13330.2016
Аварийный выход,outdoor,12,0.0,1085,49,588,1,Настенный линейный,1769,Аварийный выход,Франция,MarketLED NC1381,796,ГОСТ Р 55710-2013
Сад/парк,outdoor,4916,0.0,296947,32,157312,19,Консольный,8233,Сад/парк,США,Плутон LZ13170,10867,СП 52.13330.2016
Торговый зал,industrial,173,11.3,190292,735,179924,51,Встраиваемый,3489,Торговый зал,Италия,LuxPro FA13693,2721,СНиП 23-05-95
Жилое помещение,domestic,15,2.8,1014,200,3000,4,Настенный (бра),659,Жилое помещение,Китай,Зенит MT9467,197,СанПиН 2.2.1
Обеденный зал (ресторан/столовая),administrative,98,12.1,25249,207,29516,7,Подвесной,3918,Обеденный зал (ресторан/столовая),США,OptiLight JZ4264,2801,СНиП 23-05-95
Спальня,domestic,12,2.9,373,147,1764,1,Настенный (бра),971,Спальня,Тайвань,BrightLine DW15907,320,СП 52.13330.2016
Выставочный зал,administrative,784,4.6,427415,539,456382,121,Подвесной,3749,Выставочный зал,Турция,ZetaLED GF8553,2924,СП 52.13330.2016
Спальня,domestic,12,2.6,1862,155,1860,1,Потолочный,3473,Спальня,Корея,Зенит SJ15198,1736,СП 52.13330.2016
Конференц-зал,administrative,64,9.2,25775,383,32110,10,Встраиваемый,3037,Конференц-зал,США,OptiLight LS3743,2004,СП 52.13330.2016
Лестничная клетка,outdoor,21,0.0,288,36,756,3,Аварийный,229,Лестничная клетка,Италия,SafeExit BH17842,68,СП 52.13330.2016
Аварийный выход,outdoor,13,0.0,961,45,585,1,Настенный линейный,1287,Аварийный выход,Германия,SafeExit KW3354,694,ГОСТ Р 55710-2013
Стадион,outdoor,16409,0.0,5866593,217,3560753,187,Прожектор,18973,Стадион,США,SafeExit EL2800,22767,СНиП 23-05-95
Концертный зал,administrative,812,9.9,379968,308,336379,25,Прожектор,13257,Концертный зал,Китай,ProLED RB987,14582,СНиП 23-05-95
Балкон/лоджия,domestic,7,2.6,5246,98,686,1,Пылевлагозащищённый (IP65),3640,Балкон/лоджия,Корея,BrightLine DB2567,3603,СП 52.13330.2016
Кафе,administrative,150,3.8,30332,315,49140,17,Потолочный,2731,Кафе,Турция,ПроСвет IO15396,1365,СП 52.13330.2016
Склад,industrial,221,10.3,135056,217,65461,3,Промышленный (High-bay),20082,Склад,Франция,Philips BK7052,37653,СП 52.13330.2016
